case,subcase_id,method,n_trials,n_read,n_complete,n_oom,n_timeout,n_resource_fail,n_unknown_missing,n_sim_fail,n_fit_fail,n_pred_fail,n_gp_fail,n_k_fail,n_ci_fail,n_nonresource_incomplete,n_successful_fits,prop_complete,prop_resource_fail,mean_fit_time,median_fit_time,sd_fit_time,max_fit_time,max_to_median_fit_time,mean_total_time_observed,max_total_time_observed,mean_total_time_complete,max_total_time_complete
sitar,20,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1.02984,0.9587500000000001,0.18198550560415516,1.3501833333333333,1.4082746631899172,4.66496,4.991233333333333,4.66496,4.991233333333333
sitar,20,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.13596,0.13551666666666667,0.0012072466377855118,0.1374166666666667,1.0140204156930268,0.6171333333333334,0.6242666666666667,0.6171333333333334,0.6242666666666667
sitar,20,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,7.869986666666667,7.972216666666667,0.6756611966765915,8.879199999999999,1.1137680235317235,8.74852,9.722399999999999,8.74852,9.722399999999999
sitar,20,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.11909666666666668,0.11860000000000005,0.002312628374815111,0.12276666666666666,1.0351320966835296,0.4494066666666667,0.5060666666666668,0.4494066666666667,0.5060666666666668
sitar,20,Oracle-SITAR,5,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,0,17.026283333333332,17.361633333333334,0.8709270373030996,18.03298333333333,1.0386685968486067,27.594693333333332,28.629266666666663,27.594693333333332,28.629266666666663
sitar,20,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5.976476666666667,5.129116666666666,1.5224064918192295,7.625383333333334,1.4866854916538588,7.793743333333334,9.843250000000001,7.793743333333334,9.843250000000001
sitar,20,SITAR,5,5,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0.11534333333333335,0.12413333333333335,0.04532027170900214,0.15805000000000008,1.273227712137487,0.45661666666666667,0.49496666666666667,NA,NA
sitar,21,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.26868000000000003,0.24681666666666674,0.1046233140047348,0.38465,1.558444189344317,5.214686666666667,7.185516666666667,5.214686666666667,7.185516666666667
sitar,21,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.23471000000000003,0.2033333333333334,0.07177034032244796,0.36308333333333337,1.7856557377049176,0.9801633333333334,1.3227666666666669,0.9801633333333334,1.3227666666666669
sitar,21,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,21.498213333333332,25.228516666666668,6.842225569024794,27.39656666666667,1.085936483252087,22.997226666666666,28.80561666666667,22.997226666666666,28.80561666666667
sitar,21,Oracle-SITAR,5,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,0,21.45559,20.437133333333335,2.3335601605998684,25.626483333333333,1.2539177053533272,34.70658,38.5223,34.70658,38.5223
sitar,21,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.13241,0.10955000000000001,0.06384037885399978,0.24613333333333334,2.2467670774380037,2.9254633333333335,6.8279000000000005,2.9254633333333335,6.8279000000000005
sitar,21,SITAR,5,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,1.0944466666666668,1.6693833333333332,NA,NA
sitar,22,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.41265999999999997,0.38250000000000006,0.06102511391040394,0.5094333333333333,1.3318518518518516,4.9837533333333335,5.114216666666666,4.9837533333333335,5.114216666666666
sitar,22,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.17842333333333332,0.13886666666666667,0.06781217483280973,0.28669999999999995,2.0645703312530004,0.67787,1.0024666666666666,0.67787,1.0024666666666666
sitar,22,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,15.144026666666667,13.070116666666667,4.888955444085167,23.069433333333333,1.7650518294276891,16.459826666666665,24.366216666666666,16.459826666666665,24.366216666666666
sitar,22,Local-GAM,5,5,4,0,0,0,0,0,1,0,0,0,0,1,4,0.8,0,0.5476208333333333,0.5482833333333333,0.03426719188691731,0.5782666666666666,1.054685837614372,0.8768766666666667,0.9983000000000001,0.9572541666666667,0.9983000000000001
sitar,22,Oracle-SITAR,5,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,0,21.98598,18.744733333333333,7.336609096618369,35.10233333333334,1.8726504511489455,37.131530000000005,57.77776666666667,37.131530000000005,57.77776666666667
sitar,22,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.24187666666666666,0.23598333333333332,0.00939860066416511,0.255,1.0805847870612333,2.2485566666666665,2.535433333333333,2.2485566666666665,2.535433333333333
sitar,22,SITAR,5,5,0,0,0,0,0,0,2,0,0,0,3,5,3,0,0,3.037533333333333,2.6518666666666664,2.0426577730441724,5.245533333333333,1.9780531952335465,2.7763766666666667,5.9462,NA,NA
sitar,23,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1.2532633333333334,1.2863666666666669,0.16785083217282878,1.4934833333333335,1.1610090435593792,5.8963866666666664,6.026033333333333,5.8963866666666664,6.026033333333333
sitar,23,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.22689000000000004,0.1942,0.07386669355444757,0.3590166666666667,1.8486955029179541,0.96578,1.2954333333333332,0.96578,1.2954333333333332
sitar,23,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,8.62301,8.338666666666665,1.5343272796878915,10.223749999999999,1.2260653181963546,9.964153333333334,11.557349999999998,9.964153333333334,11.557349999999998
sitar,23,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.24315333333333333,0.2666,0.03789329939301789,0.27098333333333335,1.0164416104026006,0.64907,0.6846833333333334,0.64907,0.6846833333333334
sitar,23,Oracle-SITAR,5,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,0,19.249903333333336,19.22511666666667,0.10423449618261851,19.419333333333334,1.0101022360505831,32.502226666666665,32.90251666666667,32.502226666666665,32.90251666666667
sitar,23,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.8028366666666666,0.7857500000000001,0.06649702520497532,0.9171333333333335,1.1672075511719164,2.8806833333333333,3.3259333333333334,2.8806833333333333,3.3259333333333334
sitar,23,SITAR,5,5,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0.25586333333333333,0.2701833333333334,0.025000889984158562,0.2717666666666666,1.005860218370242,0.5894199999999999,0.62505,NA,NA
sitar,24,AdaStruMM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1.0780533333333333,0.9352333333333332,0.28267813051635643,1.4170833333333335,1.5152190184267744,5.494713333333333,5.875816666666667,5.494713333333333,5.875816666666667
sitar,24,FACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.19043333333333332,0.1953666666666667,0.02673070695743839,0.2090333333333333,1.0699539327759764,0.7373966666666666,0.8066666666666666,0.7373966666666666,0.8066666666666666
sitar,24,HGAM-GS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,9.037033333333333,8.653533333333336,0.9133009109969061,10.491866666666668,1.2124373088449418,10.3832,11.807116666666667,10.3832,11.807116666666667
sitar,24,Local-GAM,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.20911333333333335,0.18466666666666665,0.06918941935007114,0.3322833333333333,1.7993682310469314,0.6707466666666667,1.0287166666666667,0.6707466666666667,1.0287166666666667
sitar,24,Oracle-SITAR,5,5,5,0,0,0,0,0,0,0,0,5,0,0,5,1,0,20.083753333333334,20.143016666666664,0.22462069738660617,20.291400000000003,1.0073664901235417,33.45415666666667,33.78561666666667,33.45415666666667,33.78561666666667
sitar,24,PACE,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,8.81919,8.135666666666667,1.0915695742192122,10.058716666666667,1.236372761912566,10.911516666666666,12.25185,10.911516666666666,12.25185
sitar,24,SITAR,5,5,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0.13915,0.14641666666666667,0.056518162026811265,0.18778333333333333,1.2825270347182698,0.45422,0.50685,NA,NA
