case,subcase_id,n_clusters,n_obs_per_cluster,method,n_expected,n_read,n_missing,n_oom,n_timeout,n_unknown_missing,n_sim_fail,n_fit_fail,n_pred_fail,n_gp_fail,n_k_fail,n_ci_fail,prop_oom,prop_timeout,prop_unknown_missing,prop_sim_fail,prop_fit_fail,prop_pred_fail,prop_gp_fail,prop_k_fail,prop_ci_fail,mean_time_total,mean_time_fit,max_time_total,max_time_fit
sitar,20,400,10,AdaStruMM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66496,1.02984,4.991233333333333,1.3501833333333333
sitar,20,400,10,FACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6171333333333334,0.13596,0.6242666666666667,0.1374166666666667
sitar,20,400,10,HGAM-GS,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74852,7.869986666666667,9.722399999999999,8.879199999999999
sitar,20,400,10,Local-GAM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4494066666666667,0.11909666666666668,0.5060666666666668,0.12276666666666666
sitar,20,400,10,Oracle-SITAR,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,27.594693333333332,17.026283333333332,28.629266666666663,18.03298333333333
sitar,20,400,10,PACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.793743333333334,5.976476666666667,9.843250000000001,7.625383333333334
sitar,20,400,10,SITAR,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0.45661666666666667,0.11534333333333335,0.49496666666666667,0.15805000000000008
sitar,21,500,2,AdaStruMM,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.214686666666667,0.26868000000000003,7.185516666666667,0.38465
sitar,21,500,2,FACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9801633333333334,0.23471000000000003,1.3227666666666669,0.36308333333333337
sitar,21,500,2,HGAM-GS,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.997226666666666,21.498213333333332,28.80561666666667,27.39656666666667
sitar,21,500,2,Oracle-SITAR,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,34.70658,21.45559,38.5223,25.626483333333333
sitar,21,500,2,PACE,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9254633333333335,0.13241,6.8279000000000005,0.24613333333333334
sitar,21,500,2,SITAR,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0944466666666668,0.7809233333333334,1.6693833333333332,1.3256166666666667
