case,subcase_id,n_clusters,n_obs_per_cluster,method,n_expected,n_read,n_missing,n_oom,n_timeout,n_unknown_missing,n_sim_fail,n_fit_fail,n_pred_fail,n_gp_fail,n_k_fail,n_ci_fail,prop_oom,prop_timeout,prop_unknown_missing,prop_sim_fail,prop_fit_fail,prop_pred_fail,prop_gp_fail,prop_k_fail,prop_ci_fail,mean_time_total,mean_time_fit,max_time_total,max_time_fit
2re,22,500,3,PACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.655314166666667,0.4968414999999997,3.422616666666666,0.6824833333333344
2re,22,500,3,bayesFPCA,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.561934833333334,9.452262333333334,55.195933333333336,55.0371
2re,23,500,5,AdaStruMM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3118325,0.1281084999999997,4.8894666666666735,0.22606666666667177
2re,23,500,5,FACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3690970000000004,0.14419700000000016,0.9006166666666711,0.3988833333333332
2re,23,500,5,HGAM-GS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.708582,19.1860015,52.05566666666667,49.05618333333334
2re,23,500,5,Local-GAM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23710350000000002,0.1400351666666665,0.26736666666666525,0.16224999999999834
2re,23,500,5,Oracle-GP,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09009950000000007,1.483333333351311e-5,0.1099333333333334,3.3333333332545106e-5
2re,23,500,5,PACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9332733333333323,1.7373218333333331,6.048166666666669,3.411833333333334
2re,24,500,10,AdaStruMM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.694930833333334,0.19139049999999957,6.5715999999999974,0.33406666666666446
2re,24,500,10,FACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3610579999999998,0.1482606666666664,0.37116666666666637,0.15393333333333128
2re,24,500,10,HGAM-GS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.50079983333333,39.94539983333333,64.64083333333333,63.44828333333334
2re,24,500,10,Local-GAM,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24728699999999987,0.14045249999999979,0.5500166666666667,0.32165
2re,24,500,10,Oracle-GP,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10242666666666667,2.049999999995696e-5,0.17203333333333334,4.3333333333333e-4
2re,24,500,10,PACE,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4920365,10.567505666666667,42.81163333333333,33.02355
2re,24,500,10,bayesFPCA,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.594371,23.476969666666665,139.98618333333334,139.83078333333333
